Date,DTWEXEMEGS
2017-11-29,115.9938
2017-11-28,116.0453
2017-11-27,116.0467
2017-11-24,116.0028
2017-11-23,
2017-11-22,116.4174
2017-11-21,116.7846
2017-11-20,117.268
2017-11-17,117.0579
2017-11-16,117.4533
2017-11-15,117.8204
2017-11-14,117.8372
2017-11-13,117.9157
2017-11-10,
2017-11-09,117.6283
2017-11-08,117.5281
2017-11-07,117.8203
2017-11-06,117.5815
2017-11-03,117.8788
2017-11-02,117.2941
2017-11-01,117.5066
2017-10-31,117.7371
2017-10-30,117.9692
2017-10-27,118.0432
2017-10-26,117.693
2017-10-25,117.727
2017-10-24,117.8551
2017-10-23,117.6263
2017-10-20,117.3728
2017-10-19,116.9806
2017-10-18,117.2069
2017-10-17,117.3787
2017-10-16,117.1429
2017-10-13,116.7545
2017-10-12,116.7132
2017-10-11,116.6558
2017-10-10,116.5627
2017-10-09,
2017-10-06,116.9265
2017-10-05,116.4629
2017-10-04,116.2949
2017-10-03,116.4082
2017-10-02,116.4515
2017-09-29,116.2663
2017-09-28,116.5532
2017-09-27,116.2228
2017-09-26,115.8888
2017-09-25,115.4861
2017-09-22,114.8561
2017-09-21,115.0609
2017-09-20,114.5724
2017-09-19,114.8246
2017-09-18,114.7587
2017-09-15,114.4864
2017-09-14,114.5981
2017-09-13,114.6326
2017-09-12,114.4646
2017-09-11,114.2007
2017-09-08,114.0543
2017-09-07,114.0245
2017-09-06,114.585
2017-09-05,114.7779
2017-09-04,
2017-09-01,114.7622
2017-08-31,115.0428
2017-08-30,115.037
2017-08-29,115.2245
2017-08-28,115.1847
2017-08-25,115.077
2017-08-24,115.4329
2017-08-23,115.4713
2017-08-22,115.3987
2017-08-21,115.4751
2017-08-18,115.7477
2017-08-17,115.768
2017-08-16,115.832
2017-08-15,116.0022
2017-08-14,115.7422
2017-08-11,115.8759
2017-08-10,115.8568
2017-08-09,116.1133
2017-08-08,116.0341
2017-08-07,116.2305
2017-08-04,116.0545
2017-08-03,115.9942
2017-08-02,115.8648
2017-08-01,115.8555
2017-07-31,116.0093
2017-07-28,115.9372
2017-07-27,115.7992
2017-07-26,116.0627
2017-07-25,116.0721
2017-07-24,115.8916
2017-07-21,115.7707
2017-07-20,115.6662
2017-07-19,115.6106
2017-07-18,115.6279
2017-07-17,116.0193
2017-07-14,115.9614
2017-07-13,116.4888
2017-07-12,116.6137
2017-07-11,117.2349
2017-07-10,117.2782
2017-07-07,117.6297
2017-07-06,117.9304
2017-07-05,117.9346
2017-07-04,
2017-07-03,117.6299
2017-06-30,117.1521
2017-06-29,117.1406
2017-06-28,116.9263
2017-06-27,117.1185
2017-06-26,117.0415
2017-06-23,117.1961
2017-06-22,117.5586
2017-06-21,117.6436
2017-06-20,117.5474
2017-06-19,116.9607
2017-06-16,116.8395
2017-06-15,117.06
2017-06-14,116.4428
2017-06-13,116.9367
2017-06-12,117.1527
2017-06-09,117.024
2017-06-08,117.0236
2017-06-07,117.1118
2017-06-06,117.1444
2017-06-05,117.3762
2017-06-02,117.8196
2017-06-01,117.6979
2017-05-31,117.8608
2017-05-30,118.1946
2017-05-29,
2017-05-26,117.8629
2017-05-25,117.9484
2017-05-24,118.307
2017-05-23,118.4561
2017-05-22,118.3734
2017-05-19,118.3729
2017-05-18,119.1997
2017-05-17,118.0097
2017-05-16,117.9533
2017-05-15,118.0846
2017-05-12,118.4699
2017-05-11,118.8363
2017-05-10,119.0451
2017-05-09,119.4465
2017-05-08,119.3147
2017-05-05,119.0938
2017-05-04,119.0812
2017-05-03,118.5538
2017-05-02,118.5323
2017-05-01,118.5808
2017-04-28,118.9126
2017-04-27,119.2025
2017-04-26,119.2167
2017-04-25,118.6942
2017-04-24,118.319
2017-04-21,118.6918
2017-04-20,118.6524
2017-04-19,118.7817
2017-04-18,117.9998
2017-04-17,118.0105
2017-04-14,118.0895
2017-04-13,118.0754
2017-04-12,118.6282
2017-04-11,118.7012
2017-04-10,118.6064
2017-04-07,118.4415
2017-04-06,118.5661
2017-04-05,118.4572
2017-04-04,118.5937
2017-04-03,118.3815
2017-03-31,118.5918
2017-03-30,118.2573
2017-03-29,118.5105
2017-03-28,118.5561
2017-03-27,118.3853
2017-03-24,118.6585
2017-03-23,119.0129
2017-03-22,119.0267
2017-03-21,119.0538
2017-03-20,118.9865
2017-03-17,119.3641
2017-03-16,119.7654
2017-03-15,120.343
2017-03-14,120.7389
2017-03-13,120.6115
2017-03-10,120.812
2017-03-09,121.1806
2017-03-08,120.8359
2017-03-07,120.4215
2017-03-06,120.4906
2017-03-03,120.6564
2017-03-02,121.0257
2017-03-01,120.7411
2017-02-28,120.6905
2017-02-27,120.4463
2017-02-24,120.5162
2017-02-23,120.2112
2017-02-22,120.7877
2017-02-21,121.6575
2017-02-20,
2017-02-17,121.7097
2017-02-16,121.262
2017-02-15,121.1903
2017-02-14,121.3868
2017-02-13,121.5728
2017-02-10,121.4781
2017-02-09,121.6641
2017-02-08,121.7901
2017-02-07,122.0978
2017-02-06,121.6281
2017-02-03,121.3772
2017-02-02,121.9919
2017-02-01,122.5527
2017-01-31,122.5594
2017-01-30,122.6317
2017-01-27,123.195
2017-01-26,123.6273
2017-01-25,123.5286
2017-01-24,123.5074
2017-01-23,123.5953
2017-01-20,
2017-01-19,124.6259
2017-01-18,124.3091
2017-01-17,123.8449
2017-01-16,
2017-01-13,124.2944
2017-01-12,124.2968
2017-01-11,125.2841
2017-01-10,124.7667
2017-01-09,124.4562
2017-01-06,124.2931
2017-01-05,124.0784
2017-01-04,124.661
2017-01-03,124.335
2017-01-02,
2016-12-30,123.7161
2016-12-29,123.8261
2016-12-28,124.1167
2016-12-27,123.9292
2016-12-26,
2016-12-23,123.6394
2016-12-22,123.9349
2016-12-21,123.5056
2016-12-20,123.4902
2016-12-19,123.4583
2016-12-16,123.4953
2016-12-15,123.7085
2016-12-14,122.387
2016-12-13,122.3827
2016-12-12,122.3953
2016-12-09,122.7041
2016-12-08,122.553
2016-12-07,122.4922
2016-12-06,122.7698
2016-12-05,123.1686
2016-12-02,123.2924
2016-12-01,123.5965
2016-11-30,123.1512
2016-11-29,123.4095
2016-11-28,123.3949
2016-11-25,123.7303
2016-11-24,
2016-11-23,123.768
2016-11-22,123.0987
2016-11-21,123.0986
2016-11-18,123.0752
2016-11-17,122.4363
2016-11-16,122.5785
2016-11-15,122.5184
2016-11-14,123.3233
2016-11-11,
2016-11-10,122.0032
2016-11-09,120.1813
2016-11-08,117.7593
2016-11-07,118.2316
2016-11-04,118.9786
2016-11-03,119.173
2016-11-02,119.46
2016-11-01,118.9562
2016-10-31,118.4619
2016-10-28,118.4012
2016-10-27,118.5535
2016-10-26,118.0908
2016-10-25,117.7224
2016-10-24,117.9868
2016-10-21,118.1569
2016-10-20,117.8231
2016-10-19,117.6237
2016-10-18,117.8728
2016-10-17,118.4793
2016-10-14,118.6299
2016-10-13,118.6205
2016-10-12,118.4737
2016-10-11,118.3549
2016-10-10,
2016-10-07,118.5187
2016-10-06,118.3243
2016-10-05,118.3209
2016-10-04,118.2517
2016-10-03,118.3094
2016-09-30,118.2512
2016-09-29,118.2954
2016-09-28,118.5793
2016-09-27,118.4675
2016-09-26,119.1807
2016-09-23,118.9303
2016-09-22,118.5107
2016-09-21,119.2282
2016-09-20,119.3773
2016-09-19,118.9879
2016-09-16,119.3251
2016-09-15,118.5869
2016-09-14,118.535
2016-09-13,118.5567
2016-09-12,118.1475
2016-09-09,117.654
2016-09-08,116.8319
2016-09-07,116.3397
2016-09-06,116.4294
2016-09-05,
2016-09-02,117.3702
2016-09-01,117.7185
2016-08-31,117.7733
2016-08-30,117.7079
2016-08-29,117.298
2016-08-26,116.5729
2016-08-25,116.7999
2016-08-24,117.0458
2016-08-23,116.6368
2016-08-22,116.6317
2016-08-19,116.4051
2016-08-18,115.7944
2016-08-17,116.3313
2016-08-16,115.43
2016-08-15,115.6808
2016-08-12,116.0932
2016-08-11,115.9511
2016-08-10,116.1312
2016-08-09,116.4181
2016-08-08,116.9739
2016-08-05,117.5314
2016-08-04,117.4239
2016-08-03,117.6265
2016-08-02,117.4673
2016-08-01,117.4306
2016-07-29,117.3811
2016-07-28,117.9539
2016-07-27,118.1143
2016-07-26,117.9996
2016-07-25,118.0221
2016-07-22,117.6175
2016-07-21,117.5508
2016-07-20,117.528
2016-07-19,117.5422
2016-07-18,117.3239
2016-07-15,117.3078
2016-07-14,116.8092
2016-07-13,117.2597
2016-07-12,117.0906
2016-07-11,117.5935
2016-07-08,117.6819
2016-07-07,118.3647
2016-07-06,118.2521
2016-07-05,118.1564
2016-07-04,
2016-07-01,117.1037
2016-06-30,117.2949
2016-06-29,117.3285
2016-06-28,118.4206
2016-06-27,119.1995
2016-06-24,118.2829
2016-06-23,116.529
2016-06-22,117.0886
2016-06-21,117.4717
2016-06-20,117.4645
2016-06-17,118.0613
2016-06-16,118.4864
2016-06-15,118.0494
2016-06-14,118.4838
2016-06-13,117.9727
2016-06-10,117.26
2016-06-09,116.6591
2016-06-08,116.2369
2016-06-07,117.0237
2016-06-06,117.507
2016-06-03,117.7056
2016-06-02,118.3025
2016-06-01,118.2094
2016-05-31,117.924
2016-05-30,
2016-05-27,117.6824
2016-05-26,117.5928
2016-05-25,117.7564
2016-05-24,117.7928
2016-05-23,117.7958
2016-05-20,117.6159
2016-05-19,117.9949
2016-05-18,117.2981
2016-05-17,116.8277
2016-05-16,116.7827
2016-05-13,116.7163
2016-05-12,116.2866
2016-05-11,115.8327
2016-05-10,116.2551
2016-05-09,116.5715
2016-05-06,115.9392
2016-05-05,115.7549
2016-05-04,115.5738
2016-05-03,115.0352
2016-05-02,114.136
2016-04-29,114.0341
2016-04-28,114.1017
2016-04-27,114.7476
2016-04-26,114.6971
2016-04-25,115.1582
2016-04-22,114.9739
2016-04-21,114.611
2016-04-20,114.0738
2016-04-19,114.0356
2016-04-18,114.7876
2016-04-15,114.9309
2016-04-14,114.6884
2016-04-13,114.867
2016-04-12,114.7813
2016-04-11,114.9482
2016-04-08,115.448
2016-04-07,115.9232
2016-04-06,115.4837
2016-04-05,115.7181
2016-04-04,114.9873
2016-04-01,114.6042
2016-03-31,114.1488
2016-03-30,114.5177
2016-03-29,115.6063
2016-03-28,115.4967
2016-03-25,115.8518
2016-03-24,116.0005
2016-03-23,115.6714
2016-03-22,114.9428
2016-03-21,115.11
2016-03-18,114.8866
2016-03-17,115.0665
2016-03-16,117.112
2016-03-15,117.0223
2016-03-14,116.4254
2016-03-11,116.1562
2016-03-10,116.9698
2016-03-09,116.6873
2016-03-08,117.219
2016-03-07,116.7589
2016-03-04,116.6681
2016-03-03,117.4538
2016-03-02,117.8031
2016-03-01,118.0553
2016-02-29,118.6387
2016-02-26,118.9184
2016-02-25,118.6096
2016-02-24,118.8308
2016-02-23,118.7272
2016-02-22,118.2114
2016-02-19,118.9171
2016-02-18,118.6398
2016-02-17,118.7888
2016-02-16,119.6685
2016-02-15,
2016-02-12,120.0616
2016-02-11,120.3
2016-02-10,119.5215
2016-02-09,119.6827
2016-02-08,119.3996
2016-02-05,118.8963
2016-02-04,118.3103
2016-02-03,119.2291
2016-02-02,119.5374
2016-02-01,118.966
2016-01-29,118.8798
2016-01-28,119.1753
2016-01-27,119.3511
2016-01-26,
2016-01-25,
2016-01-22,
2016-01-21,119.8132
2016-01-20,120.1801
2016-01-19,119.1441
2016-01-18,
2016-01-15,119.4018
2016-01-14,118.5733
2016-01-13,118.329
2016-01-12,118.557
2016-01-11,118.5311
2016-01-08,118.611
2016-01-07,118.0025
2016-01-06,117.4278
2016-01-05,116.8649
2016-01-04,116.9684
2016-01-01,
2015-12-31,115.8546
2015-12-30,116.3211
2015-12-29,115.7861
2015-12-28,115.8032
2015-12-25,
2015-12-24,115.858
2015-12-23,115.581
2015-12-22,115.8792
2015-12-21,115.9327
2015-12-18,115.6192
2015-12-17,116.0148
2015-12-16,115.5953
2015-12-15,115.4209
2015-12-14,115.9308
2015-12-11,115.8534
2015-12-10,114.8898
2015-12-09,114.8028
2015-12-08,114.7856
2015-12-07,114.3666
2015-12-04,113.4661
2015-12-03,113.6253
2015-12-02,113.536
2015-12-01,113.3605
2015-11-30,113.5789
2015-11-27,113.5378
2015-11-26,
2015-11-25,113.1323
2015-11-24,113.0082
2015-11-23,113.3278
2015-11-20,113.0658
2015-11-19,113.2845
2015-11-18,113.9502
2015-11-17,113.9317
2015-11-16,114.0429
2015-11-13,113.791
2015-11-12,113.6214
2015-11-11,
2015-11-10,113.6093
2015-11-09,113.7996
2015-11-06,113.2503
2015-11-05,112.6224
2015-11-04,112.5096
2015-11-03,112.1118
2015-11-02,112.4965
2015-10-30,112.569
2015-10-29,113.0362
2015-10-28,112.4876
2015-10-27,112.7828
2015-10-26,112.4785
2015-10-23,112.6568
2015-10-22,112.6871
2015-10-21,113.0577
2015-10-20,112.6215
2015-10-19,112.5375
2015-10-16,112.0503
2015-10-15,111.9034
2015-10-14,112.5334
2015-10-13,112.6534
2015-10-12,
2015-10-09,112.0077
2015-10-08,112.6405
2015-10-07,112.7885
2015-10-06,113.3394
2015-10-05,113.4994
2015-10-02,114.147
2015-10-01,114.4021
2015-09-30,114.3737
2015-09-29,115.1069
2015-09-28,114.9315
2015-09-25,114.6807
2015-09-24,115.2111
2015-09-23,115.2122
2015-09-22,114.4971
2015-09-21,113.8235
2015-09-18,113.2038
2015-09-17,113.2867
2015-09-16,113.2915
2015-09-15,113.8516
2015-09-14,113.9022
2015-09-11,114.0775
2015-09-10,113.983
2015-09-09,114.0451
2015-09-08,114.0668
2015-09-07,
2015-09-04,114.1411
2015-09-03,113.7354
2015-09-02,113.9756
2015-09-01,113.732
2015-08-31,113.4603
2015-08-28,113.5337
2015-08-27,113.6857
2015-08-26,114.5077
2015-08-25,114.208
2015-08-24,114.4939
2015-08-21,113.7993
2015-08-20,113.0642
2015-08-19,112.8211
2015-08-18,112.5022
2015-08-17,112.4214
2015-08-14,112.1399
2015-08-13,112.2073
2015-08-12,111.895
2015-08-11,111.5528
2015-08-10,110.1797
2015-08-07,110.3473
2015-08-06,110.7024
2015-08-05,110.7134
2015-08-04,110.1231
2015-08-03,110.0547
2015-07-31,109.7422
2015-07-30,110.5166
2015-07-29,109.7345
2015-07-28,109.9516
2015-07-27,110.0284
2015-07-24,109.9077
2015-07-23,109.5237
2015-07-22,109.2719
2015-07-21,108.8201
2015-07-20,109.0296
2015-07-17,108.7372
2015-07-16,108.381
2015-07-15,108.3493
2015-07-14,108.02
2015-07-13,108.1207
2015-07-10,108.0731
2015-07-09,108.3051
2015-07-08,108.3955
2015-07-07,108.4001
2015-07-06,108.008
2015-07-03,
2015-07-02,107.7232
2015-07-01,107.9486
2015-06-30,107.6951
2015-06-29,107.7444
2015-06-26,107.5464
2015-06-25,107.2569
2015-06-24,107.1172
2015-06-23,106.949
2015-06-22,106.7363
2015-06-19,106.8476
2015-06-18,106.5745
2015-06-17,107.2825
2015-06-16,107.2368
2015-06-15,107.2002
2015-06-12,107.155
2015-06-11,107.1841
2015-06-10,107.1386
2015-06-09,107.4757
2015-06-08,107.8702
2015-06-05,107.8877
2015-06-04,107.4563
2015-06-03,107.0474
2015-06-02,107.0631
2015-06-01,107.2302
2015-05-29,106.9655
2015-05-28,106.9643
2015-05-27,106.9031
2015-05-26,106.7873
2015-05-25,
2015-05-22,106.2754
2015-05-21,106.1427
2015-05-20,106.1524
2015-05-19,106.0698
2015-05-18,105.7761
2015-05-15,105.3707
2015-05-14,105.6767
2015-05-13,106.0493
2015-05-12,106.3203
2015-05-11,106.3407
2015-05-08,105.7949
2015-05-07,106.3721
2015-05-06,106.0303
2015-05-05,106.2453
2015-05-04,106.6408
2015-05-01,106.5648
2015-04-30,106.16
2015-04-29,105.4601
2015-04-28,105.4718
2015-04-27,105.8983
2015-04-24,106.0701
2015-04-23,106.1648
2015-04-22,106.3569
2015-04-21,106.4157
2015-04-20,106.447
2015-04-17,106.2208
2015-04-16,105.98
2015-04-15,106.5271
2015-04-14,106.3422
2015-04-13,106.7806
2015-04-10,106.2975
2015-04-09,105.9034
2015-04-08,105.6721
2015-04-07,105.7542
2015-04-06,105.4145
2015-04-03,105.4879
2015-04-02,106.1117
2015-04-01,106.395
2015-03-31,106.8414
2015-03-30,106.9843
2015-03-27,106.785
2015-03-26,106.5004
2015-03-25,106.112
2015-03-24,106.0898
2015-03-23,106.2886
2015-03-20,106.7447
2015-03-19,107.3882
2015-03-18,107.7968
2015-03-17,107.9526
2015-03-16,108.0235
2015-03-13,108.254
2015-03-12,107.5553
2015-03-11,107.8573
2015-03-10,108.0651
2015-03-09,107.6004
2015-03-06,107.4348
2015-03-05,
2015-03-04,106.5147
2015-03-03,106.017
2015-03-02,106.1557
2015-02-27,105.9409
2015-02-26,105.8528
2015-02-25,105.8213
2015-02-24,106.0453
2015-02-23,106.2742
2015-02-20,106.1643
2015-02-19,105.8761
2015-02-18,105.9352
2015-02-17,
2015-02-16,
2015-02-13,105.4741
2015-02-12,105.6253
2015-02-11,106.2199
2015-02-10,105.7194
2015-02-09,105.3681
2015-02-06,105.4945
2015-02-05,105.0625
2015-02-04,105.1953
2015-02-03,105.1642
2015-02-02,105.584
2015-01-30,105.8521
2015-01-29,105.3721
2015-01-28,104.6944
2015-01-27,104.3356
2015-01-26,104.5248
2015-01-23,104.4282
2015-01-22,104.2139
2015-01-21,104.5846
2015-01-20,104.576
2015-01-19,
2015-01-16,104.329
2015-01-15,104.2831
2015-01-14,104.3229
2015-01-13,104.3998
2015-01-12,104.555
2015-01-09,104.4547
2015-01-08,104.672
2015-01-07,105.2499
2015-01-06,105.3731
2015-01-05,105.6341
2015-01-02,104.9858
2015-01-01,
2014-12-31,104.5904
2014-12-30,104.5636
2014-12-29,104.8373
2014-12-26,
2014-12-25,
2014-12-24,104.7672
2014-12-23,104.7662
2014-12-22,104.4335
2014-12-19,104.5625
2014-12-18,104.3837
2014-12-17,104.4306
2014-12-16,104.8539
2014-12-15,104.9193
2014-12-12,104.6188
2014-12-11,104.3222
2014-12-10,103.8032
2014-12-09,103.4702
2014-12-08,103.6253
2014-12-05,103.3133
2014-12-04,102.7541
2014-12-03,102.6894
2014-12-02,102.6932
2014-12-01,102.273
2014-11-28,102.0959
2014-11-27,
2014-11-26,101.2701
2014-11-25,101.1844
2014-11-24,101.246
2014-11-21,101.0529
2014-11-20,101.1711
2014-11-19,101.1688
2014-11-18,100.9199
2014-11-17,101.0494
2014-11-14,100.9947
2014-11-13,100.9506
2014-11-12,100.7157
2014-11-11,
2014-11-10,100.5934
2014-11-07,100.7232
2014-11-06,100.7266
2014-11-05,100.5618
2014-11-04,100.4055
2014-11-03,100.2656
2014-10-31,99.9431
2014-10-30,99.5331
2014-10-29,99.449
2014-10-28,99.6986
2014-10-27,100.0708
2014-10-24,99.8578
2014-10-23,99.926
2014-10-22,99.8101
2014-10-21,99.7157
2014-10-20,99.8158
2014-10-17,99.8145
2014-10-16,99.9936
2014-10-15,99.8786
2014-10-14,99.5449
2014-10-13,
2014-10-10,99.6624
2014-10-09,99.4228
2014-10-08,99.893
2014-10-07,99.6462
2014-10-06,99.6278
2014-10-03,99.9038
2014-10-02,99.6758
2014-10-01,99.8048
2014-09-30,99.6781
2014-09-29,99.803
2014-09-26,99.401
2014-09-25,99.2547
2014-09-24,98.9561
2014-09-23,98.9894
2014-09-22,98.9167
2014-09-19,98.7913
2014-09-18,98.7556
2014-09-17,98.5381
2014-09-16,98.4668
2014-09-15,98.6758
2014-09-12,98.5277
2014-09-11,98.3241
2014-09-10,98.3007
2014-09-09,98.2443
2014-09-08,97.7772
2014-09-05,97.7404
2014-09-04,97.7994
2014-09-03,97.7167
2014-09-02,97.9199
2014-09-01,
2014-08-29,97.7
2014-08-28,97.7552
2014-08-27,97.6566
2014-08-26,97.814
2014-08-25,97.9267
2014-08-22,97.8553
2014-08-21,97.7681
2014-08-20,97.6958
2014-08-19,97.5819
2014-08-18,97.537
2014-08-15,97.6945
2014-08-14,97.729
2014-08-13,97.8697
2014-08-12,98.0007
2014-08-11,98.0207
2014-08-08,98.2527
2014-08-07,98.3575
2014-08-06,98.2342
2014-08-05,98.2445
2014-08-04,98.0901
2014-08-01,98.2034
2014-07-31,98.0721
2014-07-30,97.7734
2014-07-29,97.5481
2014-07-28,97.4218
2014-07-25,97.3438
2014-07-24,97.3558
2014-07-23,97.2454
2014-07-22,97.3139
2014-07-21,97.4763
2014-07-18,97.5589
2014-07-17,97.5868
2014-07-16,97.4317
2014-07-15,97.4954
2014-07-14,97.3816
2014-07-11,97.384
2014-07-10,97.3685
2014-07-09,97.2453
2014-07-08,97.3427
2014-07-07,97.4148
2014-07-04,
2014-07-03,97.3428
2014-07-02,97.3617
2014-07-01,97.2814
2014-06-30,97.37
2014-06-27,97.5112
2014-06-26,97.6399
2014-06-25,97.7272
2014-06-24,97.7226
2014-06-23,97.6619
2014-06-20,97.7713
2014-06-19,97.7611
2014-06-18,97.9952
2014-06-17,98.0464
2014-06-16,97.7846
2014-06-13,97.6176
2014-06-12,97.5297
2014-06-11,97.6821
2014-06-10,97.68
2014-06-09,97.6243
2014-06-06,97.5848
2014-06-05,97.6652
2014-06-04,97.8945
2014-06-03,97.8442
2014-06-02,97.7515
2014-05-30,97.5221
2014-05-29,97.3769
2014-05-28,97.5825
2014-05-27,97.5768
2014-05-26,
2014-05-23,97.3659
2014-05-22,97.3832
2014-05-21,97.4809
2014-05-20,97.5407
2014-05-19,97.3451
2014-05-16,97.471
2014-05-15,97.6585
2014-05-14,97.4201
2014-05-13,97.5242
2014-05-12,97.6588
2014-05-09,97.688
2014-05-08,97.5787
2014-05-07,97.7508
2014-05-06,97.8177
2014-05-05,97.9902
2014-05-02,98.0195
2014-05-01,98.1883
2014-04-30,98.2699
2014-04-29,98.2546
2014-04-28,98.4099
2014-04-25,98.4624
2014-04-24,98.3654
2014-04-23,98.3433
2014-04-22,98.2085
2014-04-21,98.0529
2014-04-18,97.9913
2014-04-17,98.0119
2014-04-16,98.0033
2014-04-15,98.1401
2014-04-14,97.939
2014-04-11,97.8571
2014-04-10,97.7527
2014-04-09,97.7986
2014-04-08,97.6368
2014-04-07,97.9913
2014-04-04,98.0629
2014-04-03,98.4265
2014-04-02,98.2491
2014-04-01,98.0605
2014-03-31,98.2515
2014-03-28,98.3665
2014-03-27,98.4293
2014-03-26,98.6243
2014-03-25,98.6766
2014-03-24,98.8434
2014-03-21,99.0824
2014-03-20,99.2219
2014-03-19,98.7075
2014-03-18,98.7196
2014-03-17,
2014-03-14,98.713
2014-03-13,98.626
2014-03-12,98.7854
2014-03-11,98.606
2014-03-10,98.555
2014-03-07,98.3701
2014-03-06,98.1427
2014-03-05,98.6267
2014-03-04,98.8038
2014-03-03,
2014-02-28,98.6424
2014-02-27,98.7726
2014-02-26,98.8085
2014-02-25,98.582
2014-02-24,98.4303
2014-02-21,
2014-02-20,98.6613
2014-02-19,98.5311
2014-02-18,98.3688
2014-02-17,
2014-02-14,98.337
2014-02-13,
2014-02-12,98.556
2014-02-11,98.6062
2014-02-10,98.6739
2014-02-07,98.694
2014-02-06,98.5044
2014-02-05,98.8153
2014-02-04,98.9024
2014-02-03,99.3501
2014-01-31,98.9393
2014-01-30,98.7934
2014-01-29,98.7893
2014-01-28,98.7452
2014-01-27,99.0562
2014-01-24,98.959
2014-01-23,98.6689
2014-01-22,98.3285
2014-01-21,98.2408
2014-01-20,
2014-01-17,98.0078
2014-01-16,98.1125
2014-01-15,97.7189
2014-01-14,97.4613
2014-01-13,97.298
2014-01-10,97.372
2014-01-09,97.8669
2014-01-08,97.7371
2014-01-07,97.6524
2014-01-06,97.7167
2014-01-03,97.6439
